store_number,shop_name,region,format,category,day_of_week,time_of_day_band,test_purchases,pass_rate
002,OmniMart Clapham,London,Local,tobacco,Monday,Afternoon (12-17),2,1.0
009,OmniMart Brighton,South East,Supermarket,analgesics,Tuesday,Late evening (20-22),1,0.0
009,OmniMart Brighton,South East,Supermarket,lottery,Thursday,Early evening (17-20),1,1.0
011,OmniMart Canterbury,South East,Supermarket,alcohol,Thursday,Early evening (17-20),2,1.0
011,OmniMart Canterbury,South East,Supermarket,analgesics,Friday,Morning (08-12),1,1.0
006,OmniMart Ealing,London,Supermarket,analgesics,Monday,Early evening (17-20),1,1.0
005,OmniMart Richmond,London,Local,fireworks,Tuesday,Early evening (17-20),2,1.0
030,OmniMart Cardiff,Wales,Supermarket,alcohol,Saturday,Afternoon (12-17),1,1.0
015,OmniMart Plymouth,South West,Supermarket,alcohol,Sunday,Late evening (20-22),1,1.0
010,OmniMart Oxford,South East,Local,energy drinks,Thursday,Early evening (17-20),2,1.0
003,OmniMart Islington,London,Supermarket,energy drinks,Friday,Afternoon (12-17),2,1.0
003,OmniMart Islington,London,Supermarket,tobacco,Monday,Morning (08-12),1,1.0
007,OmniMart Guildford,South East,Supermarket,alcohol,Tuesday,Afternoon (12-17),1,1.0
009,OmniMart Brighton,South East,Supermarket,alcohol,Tuesday,Early evening (17-20),1,0.0
004,OmniMart Greenwich,London,Supermarket,lottery,Thursday,Afternoon (12-17),1,1.0
011,OmniMart Canterbury,South East,Supermarket,tobacco,Monday,Afternoon (12-17),1,1.0
023,OmniMart Chester,North West,Supermarket,analgesics,Tuesday,Late evening (20-22),1,1.0
029,OmniMart Aberdeen,Scotland,Local,energy drinks,Wednesday,Late evening (20-22),1,0.0
024,OmniMart Newcastle,North East,Supermarket,lottery,Thursday,Late evening (20-22),1,1.0
010,OmniMart Oxford,South East,Local,alcohol,Saturday,Early evening (17-20),1,1.0
014,OmniMart Exeter,South West,Supermarket,alcohol,Saturday,Early evening (17-20),1,1.0
022,OmniMart Preston,North West,Local,energy drinks,Sunday,Morning (08-12),1,1.0
013,OmniMart Bath,South West,Local,tobacco,Sunday,Early evening (17-20),1,1.0
027,OmniMart Edinburgh,Scotland,Superstore,analgesics,Wednesday,Afternoon (12-17),1,1.0
005,OmniMart Richmond,London,Local,lottery,Friday,Morning (08-12),1,1.0
023,OmniMart Chester,North West,Supermarket,lottery,Wednesday,Early evening (17-20),1,1.0
012,OmniMart Bristol,South West,Superstore,tobacco,Wednesday,Early evening (17-20),2,1.0
030,OmniMart Cardiff,Wales,Supermarket,energy drinks,Wednesday,Late evening (20-22),1,0.0
014,OmniMart Exeter,South West,Supermarket,energy drinks,Thursday,Early evening (17-20),1,1.0
028,OmniMart Glasgow,Scotland,Supermarket,energy drinks,Friday,Early evening (17-20),1,0.0
015,OmniMart Plymouth,South West,Supermarket,fireworks,Saturday,Afternoon (12-17),1,0.0
001,OmniMart Camden,London,Local,tobacco,Wednesday,Morning (08-12),1,1.0
007,OmniMart Guildford,South East,Supermarket,lottery,Saturday,Early evening (17-20),1,1.0
004,OmniMart Greenwich,London,Supermarket,fireworks,Saturday,Late evening (20-22),1,0.0
004,OmniMart Greenwich,London,Supermarket,fireworks,Sunday,Morning (08-12),1,1.0
006,OmniMart Ealing,London,Supermarket,lottery,Sunday,Morning (08-12),1,1.0
009,OmniMart Brighton,South East,Supermarket,analgesics,Sunday,Morning (08-12),1,1.0
012,OmniMart Bristol,South West,Superstore,fireworks,Sunday,Afternoon (12-17),1,1.0
024,OmniMart Newcastle,North East,Supermarket,fireworks,Sunday,Early evening (17-20),1,1.0
010,OmniMart Oxford,South East,Local,fireworks,Monday,Afternoon (12-17),1,1.0
030,OmniMart Cardiff,Wales,Supermarket,alcohol,Monday,Late evening (20-22),1,1.0
018,OmniMart Leicester,Midlands,Supermarket,fireworks,Tuesday,Morning (08-12),2,1.0
003,OmniMart Islington,London,Supermarket,lottery,Tuesday,Early evening (17-20),3,1.0
008,OmniMart Reading,South East,Superstore,fireworks,Tuesday,Late evening (20-22),1,1.0
029,OmniMart Aberdeen,Scotland,Local,fireworks,Wednesday,Afternoon (12-17),1,1.0
024,OmniMart Newcastle,North East,Supermarket,fireworks,Wednesday,Afternoon (12-17),1,1.0
006,OmniMart Ealing,London,Supermarket,alcohol,Wednesday,Late evening (20-22),1,1.0
030,OmniMart Cardiff,Wales,Supermarket,analgesics,Friday,Morning (08-12),1,1.0
001,OmniMart Camden,London,Local,analgesics,Monday,Afternoon (12-17),1,1.0
020,OmniMart Manchester,North West,Superstore,lottery,Friday,Morning (08-12),1,1.0
004,OmniMart Greenwich,London,Supermarket,energy drinks,Saturday,Morning (08-12),1,1.0
030,OmniMart Cardiff,Wales,Supermarket,analgesics,Saturday,Afternoon (12-17),1,0.0
028,OmniMart Glasgow,Scotland,Supermarket,lottery,Sunday,Early evening (17-20),1,1.0
012,OmniMart Bristol,South West,Superstore,lottery,Tuesday,Morning (08-12),1,1.0
011,OmniMart Canterbury,South East,Supermarket,lottery,Saturday,Afternoon (12-17),1,1.0
007,OmniMart Guildford,South East,Supermarket,analgesics,Saturday,Early evening (17-20),1,1.0
007,OmniMart Guildford,South East,Supermarket,alcohol,Sunday,Early evening (17-20),1,1.0
002,OmniMart Clapham,London,Local,lottery,Thursday,Afternoon (12-17),1,1.0
022,OmniMart Preston,North West,Local,tobacco,Sunday,Early evening (17-20),2,1.0
024,OmniMart Newcastle,North East,Supermarket,energy drinks,Monday,Early evening (17-20),1,0.0
024,OmniMart Newcastle,North East,Supermarket,energy drinks,Wednesday,Morning (08-12),1,0.0
004,OmniMart Greenwich,London,Supermarket,alcohol,Friday,Afternoon (12-17),2,1.0
010,OmniMart Oxford,South East,Local,lottery,Sunday,Morning (08-12),1,1.0
030,OmniMart Cardiff,Wales,Supermarket,fireworks,Sunday,Early evening (17-20),1,1.0
016,OmniMart Birmingham,Midlands,Superstore,alcohol,Friday,Afternoon (12-17),1,1.0
007,OmniMart Guildford,South East,Supermarket,alcohol,Monday,Early evening (17-20),1,1.0
013,OmniMart Bath,South West,Local,analgesics,Tuesday,Afternoon (12-17),1,1.0
021,OmniMart Liverpool,North West,Supermarket,alcohol,Wednesday,Morning (08-12),1,1.0
030,OmniMart Cardiff,Wales,Supermarket,analgesics,Wednesday,Late evening (20-22),1,1.0
026,OmniMart York,North East,Supermarket,alcohol,Thursday,Morning (08-12),1,1.0
002,OmniMart Clapham,London,Local,alcohol,Friday,Morning (08-12),1,1.0
001,OmniMart Camden,London,Local,tobacco,Friday,Early evening (17-20),1,1.0
012,OmniMart Bristol,South West,Superstore,alcohol,Saturday,Early evening (17-20),1,1.0
021,OmniMart Liverpool,North West,Supermarket,lottery,Monday,Morning (08-12),1,1.0
030,OmniMart Cardiff,Wales,Supermarket,tobacco,Monday,Afternoon (12-17),1,1.0
001,OmniMart Camden,London,Local,tobacco,Monday,Late evening (20-22),1,1.0
010,OmniMart Oxford,South East,Local,lottery,Wednesday,Early evening (17-20),1,1.0
022,OmniMart Preston,North West,Local,lottery,Saturday,Afternoon (12-17),1,1.0
006,OmniMart Ealing,London,Supermarket,fireworks,Sunday,Morning (08-12),1,0.0
030,OmniMart Cardiff,Wales,Supermarket,energy drinks,Sunday,Early evening (17-20),1,1.0
030,OmniMart Cardiff,Wales,Supermarket,fireworks,Sunday,Late evening (20-22),1,1.0
017,OmniMart Nottingham,Midlands,Supermarket,fireworks,Sunday,Late evening (20-22),1,1.0
029,OmniMart Aberdeen,Scotland,Local,fireworks,Monday,Morning (08-12),1,1.0
003,OmniMart Islington,London,Supermarket,fireworks,Monday,Morning (08-12),1,1.0
020,OmniMart Manchester,North West,Superstore,fireworks,Tuesday,Morning (08-12),1,0.0
022,OmniMart Preston,North West,Local,fireworks,Tuesday,Afternoon (12-17),1,1.0
008,OmniMart Reading,South East,Superstore,fireworks,Tuesday,Early evening (17-20),1,1.0
017,OmniMart Nottingham,Midlands,Supermarket,fireworks,Wednesday,Afternoon (12-17),1,1.0
026,OmniMart York,North East,Supermarket,fireworks,Wednesday,Early evening (17-20),1,1.0
018,OmniMart Leicester,Midlands,Supermarket,energy drinks,Thursday,Early evening (17-20),1,1.0
018,OmniMart Leicester,Midlands,Supermarket,analgesics,Saturday,Afternoon (12-17),1,1.0
030,OmniMart Cardiff,Wales,Supermarket,energy drinks,Saturday,Early evening (17-20),1,1.0
006,OmniMart Ealing,London,Supermarket,alcohol,Sunday,Early evening (17-20),1,1.0
021,OmniMart Liverpool,North West,Supermarket,tobacco,Sunday,Early evening (17-20),1,1.0
012,OmniMart Bristol,South West,Superstore,alcohol,Sunday,Early evening (17-20),1,1.0
027,OmniMart Edinburgh,Scotland,Superstore,energy drinks,Monday,Morning (08-12),1,1.0
027,OmniMart Edinburgh,Scotland,Superstore,fireworks,Wednesday,Afternoon (12-17),1,1.0
023,OmniMart Chester,North West,Supermarket,fireworks,Friday,Afternoon (12-17),2,1.0
013,OmniMart Bath,South West,Local,tobacco,Monday,Afternoon (12-17),1,1.0
030,OmniMart Cardiff,Wales,Supermarket,energy drinks,Tuesday,Afternoon (12-17),1,1.0
010,OmniMart Oxford,South East,Local,analgesics,Tuesday,Late evening (20-22),1,1.0
030,OmniMart Cardiff,Wales,Supermarket,tobacco,Friday,Late evening (20-22),1,1.0
013,OmniMart Bath,South West,Local,alcohol,Sunday,Afternoon (12-17),1,1.0
017,OmniMart Nottingham,Midlands,Supermarket,analgesics,Thursday,Morning (08-12),1,1.0
025,OmniMart Durham,North East,Local,energy drinks,Thursday,Early evening (17-20),1,1.0
011,OmniMart Canterbury,South East,Supermarket,energy drinks,Friday,Early evening (17-20),1,0.0
018,OmniMart Leicester,Midlands,Supermarket,lottery,Saturday,Morning (08-12),1,1.0
021,OmniMart Liverpool,North West,Supermarket,fireworks,Saturday,Morning (08-12),1,0.0
016,OmniMart Birmingham,Midlands,Superstore,alcohol,Saturday,Early evening (17-20),1,1.0
003,OmniMart Islington,London,Supermarket,analgesics,Monday,Early evening (17-20),1,1.0
014,OmniMart Exeter,South West,Supermarket,alcohol,Wednesday,Early evening (17-20),1,1.0
001,OmniMart Camden,London,Local,energy drinks,Saturday,Early evening (17-20),1,1.0
002,OmniMart Clapham,London,Local,analgesics,Saturday,Early evening (17-20),1,0.0
026,OmniMart York,North East,Supermarket,energy drinks,Tuesday,Early evening (17-20),1,1.0
017,OmniMart Nottingham,Midlands,Supermarket,analgesics,Friday,Morning (08-12),1,1.0
018,OmniMart Leicester,Midlands,Supermarket,lottery,Friday,Afternoon (12-17),1,1.0
013,OmniMart Bath,South West,Local,energy drinks,Saturday,Late evening (20-22),1,0.0
023,OmniMart Chester,North West,Supermarket,lottery,Tuesday,Early evening (17-20),1,1.0
018,OmniMart Leicester,Midlands,Supermarket,alcohol,Wednesday,Afternoon (12-17),2,1.0
018,OmniMart Leicester,Midlands,Supermarket,fireworks,Friday,Morning (08-12),1,1.0
026,OmniMart York,North East,Supermarket,lottery,Monday,Afternoon (12-17),2,1.0
006,OmniMart Ealing,London,Supermarket,lottery,Monday,Late evening (20-22),1,1.0
028,OmniMart Glasgow,Scotland,Supermarket,tobacco,Wednesday,Late evening (20-22),1,1.0
007,OmniMart Guildford,South East,Supermarket,analgesics,Wednesday,Late evening (20-22),1,1.0
003,OmniMart Islington,London,Supermarket,tobacco,Saturday,Late evening (20-22),1,1.0
015,OmniMart Plymouth,South West,Supermarket,analgesics,Monday,Morning (08-12),1,1.0
008,OmniMart Reading,South East,Superstore,lottery,Wednesday,Afternoon (12-17),1,1.0
019,OmniMart Coventry,Midlands,Local,analgesics,Thursday,Morning (08-12),1,1.0
023,OmniMart Chester,North West,Supermarket,alcohol,Thursday,Early evening (17-20),1,1.0
012,OmniMart Bristol,South West,Superstore,tobacco,Saturday,Early evening (17-20),1,1.0
007,OmniMart Guildford,South East,Supermarket,analgesics,Monday,Early evening (17-20),1,1.0
026,OmniMart York,North East,Supermarket,alcohol,Monday,Early evening (17-20),1,1.0
010,OmniMart Oxford,South East,Local,tobacco,Monday,Late evening (20-22),1,1.0
006,OmniMart Ealing,London,Supermarket,energy drinks,Monday,Late evening (20-22),1,1.0
026,OmniMart York,North East,Supermarket,analgesics,Sunday,Early evening (17-20),1,0.0
026,OmniMart York,North East,Supermarket,energy drinks,Monday,Late evening (20-22),1,1.0
027,OmniMart Edinburgh,Scotland,Superstore,alcohol,Wednesday,Early evening (17-20),1,1.0
016,OmniMart Birmingham,Midlands,Superstore,fireworks,Friday,Afternoon (12-17),1,1.0
014,OmniMart Exeter,South West,Supermarket,energy drinks,Saturday,Morning (08-12),1,1.0
025,OmniMart Durham,North East,Local,lottery,Saturday,Afternoon (12-17),1,1.0
017,OmniMart Nottingham,Midlands,Supermarket,tobacco,Sunday,Morning (08-12),1,1.0
021,OmniMart Liverpool,North West,Supermarket,lottery,Sunday,Early evening (17-20),1,1.0
011,OmniMart Canterbury,South East,Supermarket,analgesics,Sunday,Late evening (20-22),1,0.0
017,OmniMart Nottingham,Midlands,Supermarket,lottery,Sunday,Late evening (20-22),1,1.0
022,OmniMart Preston,North West,Local,lottery,Sunday,Afternoon (12-17),2,1.0
008,OmniMart Reading,South East,Superstore,energy drinks,Thursday,Morning (08-12),1,1.0
012,OmniMart Bristol,South West,Superstore,fireworks,Thursday,Late evening (20-22),1,1.0
026,OmniMart York,North East,Supermarket,fireworks,Saturday,Afternoon (12-17),1,1.0
013,OmniMart Bath,South West,Local,alcohol,Saturday,Early evening (17-20),1,1.0
022,OmniMart Preston,North West,Local,analgesics,Thursday,Morning (08-12),1,1.0
013,OmniMart Bath,South West,Local,fireworks,Thursday,Early evening (17-20),1,1.0
008,OmniMart Reading,South East,Superstore,alcohol,Friday,Morning (08-12),1,1.0
001,OmniMart Camden,London,Local,alcohol,Tuesday,Morning (08-12),1,1.0
007,OmniMart Guildford,South East,Supermarket,energy drinks,Wednesday,Afternoon (12-17),1,1.0
003,OmniMart Islington,London,Supermarket,energy drinks,Thursday,Morning (08-12),1,1.0
011,OmniMart Canterbury,South East,Supermarket,energy drinks,Saturday,Late evening (20-22),1,0.0
009,OmniMart Brighton,South East,Supermarket,alcohol,Monday,Late evening (20-22),1,1.0
012,OmniMart Bristol,South West,Superstore,lottery,Thursday,Early evening (17-20),1,1.0
029,OmniMart Aberdeen,Scotland,Local,tobacco,Thursday,Early evening (17-20),1,1.0
023,OmniMart Chester,North West,Supermarket,tobacco,Sunday,Early evening (17-20),1,1.0
021,OmniMart Liverpool,North West,Supermarket,tobacco,Monday,Afternoon (12-17),1,1.0
012,OmniMart Bristol,South West,Superstore,alcohol,Wednesday,Afternoon (12-17),1,1.0
001,OmniMart Camden,London,Local,tobacco,Friday,Late evening (20-22),1,1.0
012,OmniMart Bristol,South West,Superstore,analgesics,Sunday,Early evening (17-20),1,1.0
016,OmniMart Birmingham,Midlands,Superstore,alcohol,Sunday,Late evening (20-22),1,1.0
024,OmniMart Newcastle,North East,Supermarket,tobacco,Friday,Early evening (17-20),1,1.0
029,OmniMart Aberdeen,Scotland,Local,energy drinks,Friday,Early evening (17-20),1,1.0
025,OmniMart Durham,North East,Local,alcohol,Friday,Late evening (20-22),1,1.0
014,OmniMart Exeter,South West,Supermarket,analgesics,Tuesday,Early evening (17-20),1,1.0
006,OmniMart Ealing,London,Supermarket,alcohol,Thursday,Early evening (17-20),1,1.0
017,OmniMart Nottingham,Midlands,Supermarket,energy drinks,Saturday,Morning (08-12),1,1.0
025,OmniMart Durham,North East,Local,fireworks,Saturday,Afternoon (12-17),1,1.0
023,OmniMart Chester,North West,Supermarket,lottery,Friday,Afternoon (12-17),1,1.0
029,OmniMart Aberdeen,Scotland,Local,alcohol,Friday,Late evening (20-22),1,1.0
013,OmniMart Bath,South West,Local,energy drinks,Saturday,Early evening (17-20),1,0.0
022,OmniMart Preston,North West,Local,tobacco,Monday,Afternoon (12-17),1,1.0
004,OmniMart Greenwich,London,Supermarket,analgesics,Monday,Late evening (20-22),1,0.0
022,OmniMart Preston,North West,Local,alcohol,Tuesday,Afternoon (12-17),1,1.0
009,OmniMart Brighton,South East,Supermarket,fireworks,Tuesday,Afternoon (12-17),1,1.0
006,OmniMart Ealing,London,Supermarket,analgesics,Thursday,Early evening (17-20),1,1.0
006,OmniMart Ealing,London,Supermarket,analgesics,Thursday,Late evening (20-22),1,0.0
005,OmniMart Richmond,London,Local,tobacco,Friday,Early evening (17-20),1,1.0
024,OmniMart Newcastle,North East,Supermarket,alcohol,Saturday,Afternoon (12-17),1,1.0
016,OmniMart Birmingham,Midlands,Superstore,fireworks,Sunday,Morning (08-12),1,1.0
009,OmniMart Brighton,South East,Supermarket,lottery,Sunday,Afternoon (12-17),1,1.0
001,OmniMart Camden,London,Local,tobacco,Thursday,Early evening (17-20),1,1.0
009,OmniMart Brighton,South East,Supermarket,alcohol,Sunday,Late evening (20-22),1,1.0
012,OmniMart Bristol,South West,Superstore,analgesics,Tuesday,Early evening (17-20),1,1.0
012,OmniMart Bristol,South West,Superstore,tobacco,Thursday,Afternoon (12-17),1,1.0
011,OmniMart Canterbury,South East,Supermarket,lottery,Thursday,Late evening (20-22),1,1.0
016,OmniMart Birmingham,Midlands,Superstore,lottery,Friday,Afternoon (12-17),1,1.0
001,OmniMart Camden,London,Local,lottery,Sunday,Late evening (20-22),1,1.0
006,OmniMart Ealing,London,Supermarket,lottery,Monday,Early evening (17-20),1,1.0
005,OmniMart Richmond,London,Local,energy drinks,Tuesday,Morning (08-12),1,1.0
005,OmniMart Richmond,London,Local,analgesics,Thursday,Early evening (17-20),1,0.0
025,OmniMart Durham,North East,Local,alcohol,Friday,Early evening (17-20),1,1.0
